CustomerID,Recency,Frequency,Monetary,Cluster
13075,5285,1,919.61,0
13076,5468,1,135.4,0
13077,5570,11,2740.65,0
13078,5355,57,29018.06,3
13079,5056,6,419.18,0
13080,5542,4,280.73,0
13081,4992,28,56838.37,3
13082,5235,21,7335.75,0
13083,5056,3,395.43,0
13084,5562,1,122.39999999999999,0
13085,5660,8,2433.28,0
13086,5363,1,439.33000000000004,0
13087,5707,1,313.64,0
13088,5398,1,236.11,0
13089,5081,203,113416.91,3
13090,5355,24,13091.74,0
13091,5009,3,2321.82,0
13092,5051,12,2140.28,0
13093,5658,55,54144.25,3
13094,5061,13,2209.44,0
13095,5051,1,74.39999999999999,0
13096,5405,1,419.70000000000005,0
13097,5508,28,13324.1,0
13098,4990,28,28882.44,0
13099,5315,1,207.35999999999999,0
13101,5479,4,695.4,0
13102,5416,37,11380.1,0
13103,5021,3,709.64,0
13104,5114,9,1709.1,0
13105,5417,1,72.0,0
13106,5114,2,603.46,0
13107,5025,9,5253.07,0
13108,5416,2,748.46,0
13109,5010,3,1134.03,0
13110,5418,12,2957.4700000000003,0
13111,5700,1,321.88000000000005,0
13112,5522,1,20.6,0
13113,5173,37,18230.07,0
13114,5800,1,234.38,0
13115,4992,10,5494.7,0
13116,5119,1,501.14,0
13117,5573,18,2255.66,0
13118,5234,9,2415.41,0
13119,5445,1,134.9,0
13120,5219,1,30.599999999999998,0
13121,5250,1,283.73,0
13122,5221,2,922.39,0
13123,5510,2,506.75,0
13124,5366,4,4641.66,0
13125,5592,1,148.62,0
13126,5234,13,3774.81,0
13127,5058,1,259.17,0
13128,5612,1,263.5,0
13129,5510,2,233.25,0
13130,5164,1,64.0,0
13131,5052,7,3313.77,0
13132,5242,1,77.3,0
13133,5017,3,200.45000000000002,0
13134,5397,6,2475.23,0
13135,5177,2,3371.45,0
13136,5356,13,6274.56,0
13137,5021,16,7586.94,0
13138,5114,7,1274.01,0
13139,5053,8,8202.98,0
13140,5089,5,1054.92,0
13141,5296,17,7656.08,0
13142,5000,1,307.09,0
13143,5594,1,405.1,0
13144,5019,2,135.35,0
13145,5020,7,1128.52,0
13146,5007,1,228.91,0
13147,4991,4,712.8000000000001,0
13148,5294,26,8497.82,0
13149,4995,4,1676.06,0
13150,5612,3,449.96999999999997,0
13151,5607,3,2465.21,0
13152,5510,7,2146.38,0
13153,5222,1,486.22,0
13154,5488,3,1624.84,0
13155,5394,6,1370.48,0
13156,5366,3,1586.54,0
13157,5390,9,5687.36,0
13158,5300,5,1508.18,0
13159,5087,4,1429.35,0
13160,5003,1,91.8,0
13161,5294,2,472.13,0
13162,5600,16,9275.49,0
13163,5473,1,17.65,0
13164,5550,2,372.2,0
13165,5027,3,1451.16,0
13166,5395,2,875.93,0
13167,4999,5,1125.15,0
13168,5299,5,1840.73,0
13169,5543,3,840.08,0
13170,5007,1,108.81,0
13171,5030,3,468.41,0
13172,5588,1,69.6,0
13173,5570,11,2399.82,0
13174,5661,12,7995.36,0
13175,5533,2,831.45,0
13176,5027,1,481.49,0
13177,5164,2,512.2,0
13178,5446,21,14059.19,0
13179,5599,1,572.3100000000001,0
13180,5381,1,86.10000000000001,0
13181,5362,1,359.69,0
13182,5026,1,121.18,0
13183,5082,15,7036.18,0
13184,5208,10,1668.95,0
13185,5248,1,71.4,0
13186,5020,3,1575.89,0
13187,5605,4,341.36,0
13188,4992,1,114.60000000000001,0
13189,4999,2,260.68,0
13190,5658,3,570.66,0
13191,5639,1,164.69,0
13192,5572,6,2558.58,0
13193,5071,1,112.08,0
13194,5117,2,472.78,0
13195,5395,1,136.73,0
13196,4992,7,3068.84,0
13197,5443,1,373.01000000000005,0
13198,4991,8,4974.2300000000005,0
13199,5446,67,15964.210000000001,0
13200,5055,4,870.09,0
13201,5483,4,1233.06,0
13202,5430,7,1580.3,0
13203,5020,10,2648.25,0
13204,5830,1,966.6600000000001,0
13205,5424,1,2803.2,0
13206,5450,13,8308.19,0
13207,4996,4,535.86,0
13208,5514,9,1976.3,0
13209,5599,13,8509.51,0
13210,5135,1,353.48,0
13211,4991,10,2618.77,0
13212,5000,3,786.83,0
13213,5390,11,3851.52,0
13214,5508,7,3264.23,0
13215,5647,1,81.6,0
13216,5248,1,333.74,0
13217,5112,4,666.48,0
13218,5226,1,62.63999999999999,0
13219,5599,1,76.23,0
13220,5059,5,1336.0900000000001,0
13221,5340,2,847.41,0
13222,5380,1,88.5,0
13223,5509,6,969.1200000000001,0
13224,5013,2,2155.95,0
13225,5602,16,16260.07,0
13226,5374,2,312.46,0
13227,5182,1,257.7,0
13228,5062,1,358.0,0
13229,5206,1,160.95,0
13230,5416,30,6120.01,0
13232,4993,7,1328.35,0
13233,5055,4,1176.46,0
13234,5861,2,346.5,0
13235,5015,1,1031.07,0
13236,5088,2,744.85,0
13237,5368,1,643.0,0
13238,5144,6,1006.63,0
13239,5479,5,1594.69,0
13240,5238,8,1475.79,0
13241,5392,1,112.53,0
13242,5448,7,699.4,0
13243,5184,5,1220.38,0
13244,5103,1,121.74000000000001,0
13245,5031,2,989.22,0
13246,5417,11,3351.75,0
13247,4998,4,501.12,0
13248,5135,2,465.68,0
13249,5569,9,1608.93,0
13250,5483,2,253.09,0
13251,5647,1,252.68,0
13252,5606,2,399.3,0
13253,5166,4,2951.11,0
13254,5357,1,51.410000000000004,0
13255,4990,3,678.76,0
13257,5417,1,149.75,0
13258,4993,5,1009.43,0
13259,5658,9,1402.54,0
13260,5071,1,557.62,0
13261,5266,2,944.1,0
13262,5244,3,573.45,0
13263,5051,39,8676.2,0
13264,5423,1,722.5600000000001,0
13265,5034,5,2092.66,0
13266,4992,19,6135.04,0
13267,5385,36,9429.81,0
13268,5235,11,3174.75,0
13269,5508,28,8537.32,0
13270,5465,1,590.0,0
13271,5282,1,211.49,0
13272,5011,2,276.56,0
13273,5094,1,138.98,0
13274,5390,1,360.85,0
13275,5364,2,238.86,0
13276,5483,5,1891.91,0
13277,5114,7,523.3,0
13278,5021,4,1435.85,0
13279,5059,1,137.75,0
13280,5297,7,2293.33,0
13281,5420,1,350.85,0
13282,5143,4,1313.19,0
13283,5548,4,373.36,0
13284,5312,1,201.19,0
13285,5207,6,3364.59,0
13286,5581,1,734.91,0
13287,5635,3,781.59,0
13288,5633,5,927.61,0
13289,5704,1,307.95,0
13290,5419,1,208.63,0
13291,5513,11,3270.79,0
13292,5265,5,994.51,0
