CustomerID,Recency,FirstPurchaseDaysAgo,Frequency,TotalQuantity,Monetary,AvgOrderValue,TotalReturns,ReturnRate,AvgQuantityPerInvoice,MaxQuantity,MinQuantity,StdQuantity,MeanPrice,MaxPrice,MinPrice,StdPrice,MostCommonHour,MostCommonWeekday,AvgDaysBetweenOrders
12375,11,98,2,178,457.5,228.75,0,0.0,10.470588235294118,30,1,7.220782913393322,6.912941176470589,40.0,0.85,12.565686792166337,14,4,5.0
12376,390,418,2,240,503.15,251.575,0,0.0,18.46153846153846,48,1,19.05087655295413,8.03076923076923,40.0,0.85,14.246293940026685,8,0,2.0
12377,315,589,4,2105,3426.32,856.58,0,0.0,13.848684210526315,96,2,10.639648371188331,2.7402631578947365,40.0,0.21,4.753805717997054,15,3,1.0
12378,130,562,2,3316,5416.32,2708.16,0,0.0,11.016611295681063,288,1,17.886393053894494,3.380099667774086,39.95,0.21,4.486021510206258,10,1,1.0
12379,82,535,4,815,1620.22,405.055,0,0.0,10.061728395061728,48,2,6.519865180761688,2.9080246913580248,15.0,0.42,3.1263146913550974,14,2,5.0
12380,22,663,11,3355,9676.300000000001,879.6636363636364,0,0.0,12.111913357400722,72,1,9.930105499884816,9.894657039711191,1508.65,0.29,91.61094291979366,15,1,2.0
12381,5,120,5,808,1845.31,369.062,0,0.0,9.28735632183908,36,1,7.115178740628606,4.683218390804598,40.0,0.39,7.387123853289851,9,4,1.0
12383,185,352,5,1532,1850.56,370.11199999999997,0,0.0,15.474747474747474,144,1,18.710110458090504,3.086969696969697,18.0,0.12,4.1245092359998266,14,2,1.0
12384,29,122,2,126,585.27,292.635,0,0.0,4.666666666666667,12,1,3.3512339862756866,7.87925925925926,40.0,0.83,9.820554553480761,11,2,3.0
12385,379,379,1,612,1938.4,1938.4,0,0.0,9.415384615384616,36,4,5.697840346603669,3.6807692307692306,15.0,0.85,3.252255134754723,15,3,0.0
12386,338,367,2,354,401.9,200.95,0,0.0,35.4,120,4,38.73614447630131,2.391,6.75,0.36,2.1980620252091767,9,2,3.0
12387,415,415,1,134,143.94,143.94,0,0.0,14.88888888888889,24,2,7.557189365836423,2.7622222222222224,16.95,0.42,5.342931727473639,16,2,0.0
12388,16,582,8,2001,3901.11,487.63875,0,0.0,13.705479452054794,96,3,13.281134043924046,2.8247260273972605,11.15,0.19,1.8372810477875403,12,3,3.0
12389,403,656,3,614,1433.33,477.77666666666664,0,0.0,12.53061224489796,48,2,7.903327465948353,2.6542857142857144,9.95,0.42,1.8944425301391432,11,1,5.0
12390,80,80,1,353,549.84,549.84,0,0.0,11.03125,36,1,9.454421648608518,3.996875,16.95,0.42,4.704499176320471,9,2,0.0
12391,22,663,6,1204,2724.84,454.14000000000004,0,0.0,4.50936329588015,72,1,6.532949049035537,3.788651685393259,79.95,0.21,7.36254356858236,12,2,2.0
12392,591,591,1,73,234.75000000000003,234.75000000000003,0,0.0,10.428571428571429,24,2,9.89708951926681,5.035714285714286,9.95,1.25,3.2436751642895083,14,1,0.0
12393,72,428,6,1311,2399.4500000000003,399.90833333333336,0,0.0,12.25233644859813,48,1,8.23143245969768,2.479906542056075,12.75,0.55,1.9338452725988766,9,0,3.0
12394,64,217,2,819,1272.48,636.24,0,0.0,30.333333333333332,256,2,65.8629112393544,3.3707407407407404,18.0,0.72,4.237259569694623,14,4,5.0
12395,19,603,15,3205,4721.17,314.74466666666666,0,0.0,13.243801652892563,120,1,17.529656637710104,3.604876033057851,39.95,0.19,4.7562539944011855,16,4,2.0
12396,674,674,1,591,931.43,931.43,0,0.0,9.092307692307692,24,1,3.975405155936455,2.2993846153846156,10.95,0.65,2.173970213775849,13,2,0.0
12397,36,135,2,1263,2409.9,1204.95,0,0.0,10.023809523809524,36,1,7.13466387235086,3.4682539682539684,16.95,0.29,3.907965829812759,14,2,0.0
12398,46,46,1,1394,1635.6599999999999,1635.6599999999999,0,0.0,16.4,36,4,8.449006704087427,1.992705882352941,40.0,0.39,4.418517955646412,10,1,0.0
12399,119,645,7,2198,1962.3,280.3285714285714,0,0.0,19.98181818181818,108,1,16.746891711150084,2.0414545454545454,15.0,0.14,3.48786778965293,9,4,4.0
12400,414,414,1,91,205.25,205.25,0,0.0,8.272727272727273,24,3,5.8667011018273145,2.9136363636363636,4.95,0.85,1.3937522931085906,13,3,0.0
12401,303,303,1,11,84.3,84.3,0,0.0,2.2,4,1,1.3038404810405297,9.68,15.0,3.75,4.7015423001393915,13,2,0.0
12402,323,671,6,584,1256.9,209.48333333333335,0,0.0,8.342857142857143,12,1,3.383188249701641,3.3049999999999997,15.0,0.85,3.8686228497519877,12,6,5.0
12403,50,522,2,260,1019.36,509.68,0,0.0,28.88888888888889,72,2,27.876712702740097,7.103333333333334,18.0,3.39,6.195770734944927,10,4,58.0
12404,682,682,1,1,63.24,63.24,0,0.0,1.0,1,1,0.0,63.24,63.24,63.24,0.0,16,1,0.0
12405,149,149,1,857,1710.39,1710.39,0,0.0,15.87037037037037,48,2,13.692094257024982,3.5442592592592597,40.0,0.29,5.52973560453343,8,3,0.0
12406,22,697,5,3416,6390.36,1278.072,0,0.0,20.57831325301205,200,4,23.54293073176473,2.529879518072289,14.95,0.29,2.2985795318378712,19,3,4.0
12407,50,264,5,1416,1708.1200000000001,341.624,0,0.0,18.38961038961039,272,1,32.064965240879935,3.2674025974025973,18.0,0.12,4.190483392100111,9,2,2.0
12408,33,498,8,2229,4340.7699999999995,542.5962499999999,0,0.0,14.018867924528301,64,1,11.94845029838927,3.0869811320754716,34.95,0.12,4.280125213286861,13,4,2.0
12409,79,565,7,13143,23419.29,3345.612857142857,0,0.0,49.78409090909091,240,1,35.9478230450735,3.2362121212121213,29.95,0.12,3.8763021911696947,10,4,1.0
12410,309,502,3,341,1013.71,337.90333333333336,0,0.0,8.525,24,2,6.582757196471119,6.01475,40.0,0.42,8.553454239257782,10,4,4.0
12411,410,410,1,138,346.9,346.9,0,0.0,6.2727272727272725,12,2,3.1195515273195493,3.3954545454545455,9.95,0.85,2.618974221718491,9,1,0.0
12412,75,539,6,1997,2596.93,432.82166666666666,0,0.0,15.724409448818898,48,1,11.455003180390968,2.567795275590551,18.0,0.18,3.690202582597929,13,0,3.0
12413,67,402,4,319,999.45,249.8625,0,0.0,6.254901960784314,24,1,4.560013759869162,5.902745098039216,29.95,0.65,6.237911213998279,16,3,6.0
12414,217,464,6,495,952.41,158.73499999999999,0,0.0,17.678571428571427,48,1,14.199774571576757,16.35,130.0,0.21,34.8784509509918,14,3,9.0
12415,24,528,28,91447,144458.37,5159.2275,0,0.0,98.7548596112311,1152,1,106.26936378402453,2.968790496760259,350.0,0.19,11.87319118037736,15,2,0.0
12416,657,657,1,132,202.56,202.56,0,0.0,12.0,12,12,0.0,1.5345454545454544,2.1,0.55,0.5739401299153708,10,6,0.0
12417,3,734,20,2884,6797.41,339.8705,0,0.0,7.815718157181572,50,1,8.492558896822613,5.453414634146341,29.95,0.19,5.442363691239316,10,3,1.0
12418,113,630,4,1088,2021.2,505.3,0,0.0,10.666666666666666,48,1,8.344480992626421,3.3453921568627454,9.95,0.19,3.0214211040923615,11,4,5.0
12419,386,414,2,231,503.01,251.505,0,0.0,9.24,24,1,5.246268515176603,5.0436000000000005,28.0,0.19,7.8763849999010755,10,4,1.0
12420,64,64,1,345,600.39,600.39,0,0.0,11.89655172413793,96,1,18.970550160683658,4.707241379310345,16.95,0.12,4.092508745563326,8,4,0.0
12421,16,505,6,652,1098.6,183.1,0,0.0,10.03076923076923,48,1,7.848107317152236,4.771076923076923,28.0,0.39,7.960159413266508,13,2,7.0
12422,96,722,17,2596,5231.8,307.7529411764706,0,0.0,15.093023255813954,288,1,29.08552740207346,10.177732558139535,662.25,0.21,58.73815525816873,13,4,3.0
12423,1,466,10,1793,2622.39,262.239,0,0.0,10.866666666666667,36,1,6.878326985090282,2.970242424242424,18.0,0.29,4.004431988513257,10,0,2.0
12424,163,548,4,2025,3340.03,835.0075,0,0.0,22.01086956521739,144,2,21.69797406110594,2.1891304347826086,9.95,0.38,1.750757859242936,10,2,4.0
12425,78,448,2,1147,1741.41,870.705,0,0.0,12.604395604395604,48,2,10.522863067181248,2.4042857142857144,12.75,0.14,2.003453763910459,14,4,4.0
12426,195,663,2,584,1345.21,672.605,0,0.0,7.584415584415584,25,1,4.620750250516541,3.5572727272727276,18.0,0.1,3.4883545496573065,8,0,6.0
12427,22,372,3,533,825.8,275.26666666666665,0,0.0,17.193548387096776,288,2,50.47205124610299,4.589032258064516,18.0,0.21,5.020608432476891,15,4,11.0
12428,26,284,9,3536,7956.46,884.0511111111111,0,0.0,12.02721088435374,48,2,8.981547696261616,4.627414965986395,275.6,0.12,16.930564000952696,9,1,0.0
12429,9,546,8,2890,6204.41,775.55125,0,0.0,18.88888888888889,120,2,16.84939306870208,3.1629411764705884,28.0,0.29,3.6122399528243103,12,4,3.0
12430,43,43,1,117,256.4,256.4,0,0.0,10.636363636363637,24,1,5.835627254592728,6.225454545454546,40.0,0.42,11.685803663964549,15,3,0.0
12431,36,694,27,4600,10432.22,386.3785185185185,0,0.0,11.794871794871796,336,1,26.044434530911506,3.760564102564103,16.95,0.42,2.9383469794186494,9,3,1.0
12432,43,172,5,1801,5059.32,1011.8639999999999,0,0.0,16.675925925925927,96,1,15.984705718018649,10.550833333333333,700.0,0.29,67.34581983190773,13,0,1.0
12433,1,477,10,13534,16794.14,1679.414,0,0.0,24.211091234347048,240,2,27.359386063951078,2.2511270125223617,14.95,0.1,2.330633610982596,13,4,0.0
12434,85,381,3,532,1103.43,367.81,0,0.0,7.6,24,1,4.988101785277627,3.5964285714285715,9.95,0.39,2.931403203450666,13,4,4.0
12435,80,737,6,4958,13925.93,2320.9883333333332,0,0.0,44.267857142857146,480,4,54.87856900382275,3.729107142857143,14.95,0.29,3.625272789629465,16,3,5.0
12436,100,100,1,211,509.01,509.01,0,0.0,13.1875,24,2,7.884319881892161,5.2675,40.0,0.55,9.468541950409612,12,3,0.0
12437,2,737,39,8000,12683.4,325.2153846153846,0,0.0,14.209591474245116,120,1,12.586728889543123,3.37190053285968,18.0,0.21,4.499745280736695,9,2,1.0
12438,14,140,2,1180,2906.85,1453.425,0,0.0,12.040816326530612,48,1,8.729519025669427,3.894897959183673,40.0,0.06,5.982946080645666,13,4,1.0
12439,683,726,2,478,1142.88,571.44,0,0.0,6.732394366197183,24,1,4.582443972002193,3.706478873239437,14.95,0.42,2.6888341066563983,8,0,0.0
12440,462,718,2,331,859.2,429.6,0,0.0,10.34375,16,1,5.397785537577184,5.448125,40.0,0.85,9.419215924323652,12,1,8.0
12441,367,367,1,121,173.55,173.55,0,0.0,11.0,25,1,9.348796714016194,3.700909090909091,18.0,0.42,4.959059294957975,10,2,0.0
12442,3,3,1,182,172.06,172.06,0,0.0,15.166666666666666,25,1,8.621678104251709,3.34,28.0,0.39,7.822651259469051,14,1,0.0
12443,732,732,1,182,485.31,485.31,0,0.0,8.666666666666666,27,2,7.009517339541527,5.87047619047619,40.0,0.55,8.782732761612685,15,0,0.0
12444,21,171,5,1153,5005.46,1001.092,0,0.0,6.551136363636363,24,1,4.33822858696119,6.3586931818181816,40.0,0.65,7.054750051027148,14,1,0.0
12445,22,421,2,206,434.98,217.49,0,0.0,8.583333333333334,24,2,5.874903637815959,3.6370833333333334,28.0,0.42,5.400017293987337,12,4,17.0
12446,58,58,1,351,1002.3100000000001,1002.3100000000001,0,0.0,6.157894736842105,12,2,3.2884509688356456,4.352631578947368,14.95,0.42,3.6558483119105545,12,3,0.0
12447,243,243,1,190,476.49,476.49,0,0.0,7.3076923076923075,12,2,3.426592835680723,3.5742307692307693,15.0,0.85,3.2914217877104996,13,6,0.0
12448,44,44,1,243,449.45,449.45,0,0.0,11.045454545454545,24,1,7.319102681972979,5.951818181818182,65.0,0.19,14.41783473485386,13,2,0.0
12449,22,439,6,2282,4835.89,805.9816666666667,0,0.0,11.35323383084577,144,1,17.35452684431499,3.6448756218905474,18.0,0.18,3.2719524919308864,9,3,2.0
12450,156,474,5,442,688.2,137.64000000000001,0,0.0,11.945945945945946,40,2,7.641065755893342,2.227837837837838,12.75,0.42,2.2782109637158703,16,6,8.0
12451,11,529,8,9359,12669.88,1583.735,0,0.0,18.315068493150687,144,1,15.869830421064329,2.3956947162426614,40.0,0.06,3.3363385849877263,12,2,1.0
12452,17,17,2,185,430.57,215.285,0,0.0,8.409090909090908,24,2,5.957461035654533,4.485,40.0,0.42,8.227890286788503,8,2,0.0
12453,134,134,1,473,707.09,707.09,0,0.0,11.0,25,2,7.171371656006361,2.393255813953488,6.75,0.42,1.773552690868479,14,3,0.0
12454,56,421,5,7703,16679.78,3335.9559999999997,0,0.0,192.575,576,1,187.6936794558951,9.969750000000001,220.0,1.06,34.678313217747565,17,1,9.0
12455,73,722,10,3302,5879.95,587.995,0,0.0,14.54625550660793,288,1,24.44320347445726,3.915022026431718,39.95,0.29,5.115893366083877,12,4,2.0
12456,44,255,3,1633,3181.04,1060.3466666666666,0,0.0,13.064,72,2,10.966035540881261,3.62456,40.0,0.19,6.337398024120707,15,2,1.0
12457,66,435,8,1094,2995.91,374.48875,0,0.0,13.023809523809524,100,1,18.026069602458524,5.619285714285714,40.0,0.38,8.572427892118812,15,3,4.0
12458,71,488,4,986,1777.49,444.3725,0,0.0,11.738095238095237,72,1,9.825120309658002,3.9648809523809527,40.0,0.19,8.059195674843487,10,0,5.0
12459,605,605,1,258,454.36,454.36,0,0.0,11.217391304347826,48,1,10.513871883197197,4.148695652173913,28.0,0.42,6.170339098054518,14,1,0.0
12460,456,456,1,170,326.65,326.65,0,0.0,9.444444444444445,25,2,8.168967262989298,4.381111111111111,15.0,0.42,4.159961663976199,13,3,0.0
12461,94,155,2,287,826.88,413.44,0,0.0,8.2,24,2,4.451040856460694,4.258857142857143,40.0,0.19,6.7180414562879385,10,4,1.0
12462,19,303,2,536,1189.59,594.795,0,0.0,8.64516129032258,48,1,8.670841988713155,4.689516129032258,28.0,0.39,5.580461061925798,14,2,4.0
12463,53,242,4,776,1344.78,336.195,0,0.0,9.349397590361447,24,1,4.505914094587134,3.0434939759036146,18.0,0.39,4.075669459818224,14,1,2.0
12464,10,309,8,112,1212.05,151.50625,0,0.0,3.8620689655172415,12,1,2.294778824247938,11.832758620689654,16.95,2.55,4.752729964791456,13,3,10.0
12465,17,169,2,479,742.1899999999999,371.09499999999997,0,0.0,10.191489361702128,48,2,7.778561110576384,2.76,15.0,0.42,3.1872340468759464,13,3,3.0
12466,682,682,1,1,56.73,56.73,0,0.0,1.0,1,1,0.0,56.73,56.73,56.73,0.0,16,1,0.0
12467,423,423,1,129,132.8,132.8,0,0.0,14.333333333333334,25,4,8.41130192063036,1.6177777777777778,4.25,0.42,1.3090719783283287,15,1,0.0
12468,188,683,5,2201,3670.74,734.1479999999999,0,0.0,14.673333333333334,48,1,12.234013903738544,2.7754,18.0,0.21,3.573827048391133,10,4,3.0
12469,523,537,2,2552,3070.54,1535.27,0,0.0,33.578947368421055,288,1,71.91703797346766,2.999605263157895,12.75,0.42,2.8094770288148996,12,0,0.0
12470,690,690,1,95,211.95,211.95,0,0.0,4.130434782608695,12,1,3.533017610872493,3.928260869565217,15.95,0.85,3.9429979966493804,11,1,0.0
12471,2,733,79,16858,39918.19,505.2935443037975,0,0.0,14.852863436123348,100,1,13.817544639098076,3.8097709251101324,240.0,0.19,10.785482573302536,10,0,0.0
12472,32,726,19,10378,16249.289999999999,855.2257894736841,0,0.0,12.340071343638526,48,1,7.8253814448120504,2.39474435196195,29.95,0.12,3.1967759372373283,12,0,0.0
12473,29,192,5,2414,3928.0499999999997,785.6099999999999,0,0.0,14.455089820359282,96,1,12.33015042405548,8.37125748502994,549.34,0.19,53.51294739379108,11,0,0.0
12474,17,667,31,7940,12372.75,399.1209677419355,0,0.0,11.214689265536723,100,1,8.090660901389375,2.948375706214689,65.0,0.04,4.606998831656335,12,1,0.0
12475,54,410,2,771,1149.64,574.82,0,0.0,12.639344262295081,100,2,15.473668803147758,3.0937704918032787,18.0,0.04,3.3317503727692577,10,0,5.0
12476,16,502,23,5631,14083.91,612.3439130434782,0,0.0,10.955252918287938,100,1,9.989075008555645,4.456634241245136,21.95,0.29,4.360802338062544,10,1,0.0
12477,23,623,9,6119,20276.37,2252.93,0,0.0,10.849290780141844,120,2,11.167081613021661,4.182943262411348,16.95,0.14,2.9978264222393474,9,4,1.0
12478,4,4,1,236,680.99,680.99,0,0.0,6.555555555555555,12,2,3.644521872967657,4.537777777777778,45.0,0.42,7.282563563985697,9,1,0.0
12479,11,11,1,385,527.2,527.2,0,0.0,12.419354838709678,24,2,6.825316566765173,2.6687096774193546,18.0,0.19,3.7011860638949097,13,0,0.0
12480,28,507,7,2952,5464.85,780.6928571428572,0,0.0,12.198347107438016,300,1,23.259538652678565,3.2431404958677685,18.0,0.1,3.648261572722081,14,4,1.0
12481,23,607,15,7158,12185.51,812.3673333333334,0,0.0,18.83684210526316,100,1,16.359410177235475,3.947184210526316,306.0,0.19,16.026470475518074,13,2,1.0
12482,576,654,29,27042,23691.4,816.944827586207,0,0.0,132.55882352941177,1440,1,200.9255222421091,9.930196078431372,874.84,0.09,86.27975126748511,16,2,0.0
12483,17,677,19,2160,5097.18,268.27263157894737,0,0.0,15.652173913043478,60,1,11.910647983447078,6.209130434782609,40.0,0.19,11.253080323030899,11,1,4.0
12484,33,681,12,3266,6354.1,529.5083333333333,0,0.0,6.934182590233545,126,1,10.240403879615965,3.0709978768577497,28.0,0.19,3.6873815973772395,14,4,1.0
12485,529,529,1,414,708.1,708.1,0,0.0,12.176470588235293,30,4,6.388771344083895,2.4105882352941173,8.95,0.21,2.404980868287125,15,0,0.0
12486,432,432,1,523,1037.28,1037.28,0,0.0,10.673469387755102,72,2,12.606856195311014,4.103673469387755,40.0,0.29,5.975999112379156,12,0,0.0
12487,731,731,1,174,285.29999999999995,285.29999999999995,0,0.0,87.0,144,30,80.61017305526642,2.0,2.55,1.45,0.7778174593052021,11,2,0.0
12488,10,76,3,529,1298.66,432.8866666666667,0,0.0,9.618181818181819,36,2,7.10109774792526,3.7347272727272727,18.0,0.19,3.838459304414967,10,2,1.0
12489,336,336,1,105,334.93,334.93,0,0.0,7.0,24,2,5.9281411203561225,5.908,18.0,0.42,5.402178396588863,13,4,0.0
12490,5,738,21,5906,9823.64,467.79238095238094,0,0.0,12.783549783549784,240,1,16.190055795998955,2.85982683982684,51.0,0.19,4.246505769427021,14,4,1.0
12491,39,39,1,260,460.40000000000003,460.40000000000003,0,0.0,10.0,72,2,13.475904422338413,3.376923076923077,18.0,0.65,3.657081644405297,12,1,0.0
12492,63,403,3,444,715.21,238.40333333333334,0,0.0,10.571428571428571,25,1,6.64112412297231,3.2607142857142852,18.0,0.42,4.601695547988404,14,0,8.0
12493,166,197,2,207,433.74,216.87,0,0.0,9.409090909090908,36,1,6.925859691585765,4.309090909090909,18.0,0.83,5.56070474215609,14,3,1.0
12494,16,576,9,979,1815.27,201.69666666666666,0,0.0,9.064814814814815,48,1,7.005035769616759,3.8498148148148146,18.0,0.29,4.7442261970079596,13,3,5.0
12495,641,641,1,130,357.4,357.4,0,0.0,7.647058823529412,12,2,4.846921400107859,5.705882352941177,40.0,1.25,9.201764137125778,10,1,0.0
12496,620,620,2,30,45.34,22.67,0,0.0,3.0,12,1,3.39934634239519,1.927,3.75,0.42,1.0533338607593616,13,0,0.0
12497,82,645,3,5685,6248.5,2082.8333333333335,0,0.0,99.73684210526316,480,5,86.54118060120064,1.8759649122807018,18.0,0.42,3.1882865190127276,12,3,10.0
12498,21,58,3,159,403.70000000000005,134.5666666666667,0,0.0,6.913043478260869,20,1,4.209437918408206,4.197826086956522,18.0,0.85,4.627646129043596,9,3,1.0
12499,560,560,1,302,393.72,393.72,0,0.0,11.185185185185185,48,2,9.833369549404551,2.3296296296296295,18.0,0.42,3.529482944788069,15,4,0.0
12500,23,673,19,3377,5955.21,313.4321052631579,0,0.0,23.13013698630137,288,1,44.450090368571914,4.723698630136986,21.95,0.19,5.332756939015579,9,3,4.0
12501,337,337,1,1783,2169.39,2169.39,0,0.0,11.966442953020135,60,1,9.30447154008785,2.4126845637583894,18.0,0.19,2.783473581131085,12,4,0.0
12502,96,310,5,820,3723.87,744.774,0,0.0,5.578231292517007,48,1,5.322381239231779,6.425238095238095,28.0,0.42,5.622699022021137,11,3,1.0
12503,584,584,1,561,1126.0,1126.0,0,0.0,280.5,560,1,395.2726906832801,115.8,230.0,1.6,161.50318882300746,13,1,0.0
12504,18,597,4,458,779.05,194.7625,0,0.0,22.9,96,1,27.873586818083947,6.285,18.0,0.55,6.572192216172301,10,0,30.0
12505,409,409,1,324,955.2,955.2,0,0.0,7.714285714285714,24,2,4.506286742880355,4.436904761904762,28.0,0.85,5.242067869809021,9,2,0.0
12506,233,233,1,23,73.5,73.5,0,0.0,1.0,1,1,0.0,3.1956521739130435,7.95,0.85,2.086586656124731,8,3,0.0
12507,134,585,4,1256,1844.06,461.015,0,0.0,25.632653061224488,144,2,37.20869851120782,4.106530612244898,28.0,0.42,6.799658554852958,9,1,9.0
12508,26,29,2,271,397.88,198.94,0,0.0,3.985294117647059,10,1,2.397091814248055,1.7400000000000002,4.95,0.19,1.30831097677131,16,3,0.0
12509,284,284,1,55,176.5,176.5,0,0.0,7.857142857142857,10,1,3.7606990231680526,5.564285714285715,18.0,0.85,6.200720004276001,14,0,0.0
12510,143,735,9,2049,5178.02,575.3355555555556,0,0.0,14.13103448275862,144,1,20.402632990626266,13.312689655172413,975.11,0.06,88.24390150674543,14,4,4.0
12511,429,429,1,1753,3084.02,3084.02,0,0.0,9.226315789473684,48,1,8.296511800021593,3.4306842105263162,19.95,0.12,3.3563013554563694,10,3,0.0
12512,66,66,2,96,132.18,66.09,0,0.0,3.096774193548387,25,1,5.217629338500244,2.640322580645161,7.95,0.42,1.8017370949003038,14,1,0.0
12513,113,113,1,462,612.29,612.29,0,0.0,13.2,25,3,6.729216369026671,2.180571428571428,18.0,0.42,3.468062641792238,10,4,0.0
12514,267,642,2,840,1597.76,798.88,0,0.0,10.0,24,2,4.698115489920029,2.7076190476190476,12.75,0.42,2.8179188334517327,16,3,4.0
12515,353,353,1,131,383.7,383.7,0,0.0,8.1875,24,2,7.413669806512831,6.78125,35.0,0.55,8.590690212860276,15,1,0.0
12516,78,599,4,1952,2648.62,662.155,0,0.0,26.37837837837838,144,3,20.240812360316802,2.2324324324324323,18.0,0.38,3.8537712576554135,9,0,7.0
12517,28,190,5,1361,2481.6,496.32,0,0.0,4.878136200716846,16,1,3.5390202231205192,2.3655555555555554,18.0,0.42,2.401618226096076,15,3,0.0
12518,1,110,5,1318,2056.89,411.378,0,0.0,10.629032258064516,25,2,7.006927747182463,2.837177419354839,18.0,0.42,3.6379225646174267,10,4,0.0
